"Tdiff","Tpdiff","Trho","Tprho","Tcause","Mdiff","Mpdiff","Mrho","Mprho","Mcause","xstr"
-4.77303868066979e-05,0.0219791030295382,0.658442992776846,2.2352312237686e-20,1,-9.40089025395967e-05,0.0040375387370304,0.753008227072484,2.63014654364812e-22,1,0.660976008977741
-6.20368411257718e-05,0.229013970513751,0.382379814400095,1.53058487730047e-14,0,-0.000101838198501466,0.0906033805429656,0.347073267478262,6.99033724578489e-16,0,0.338492943672463
-0.000106199970517007,0.00169518179094902,0.828603744526933,1.30605146629498e-22,1,-0.000108169019012983,0.00175462911382659,0.772601138875433,1.80521841799222e-22,1,0.801440487382933
-2.59686668113672e-05,0.602337951284455,0.721217458952355,3.30130230073166e-21,0,-4.48620285888138e-05,0.0781398604024498,0.651540387519117,2.32601486310256e-21,0,0.937705844873562
-7.08712089681839e-05,0.108493990238676,0.799139004944447,7.86058415917309e-23,0,-6.72554653037334e-05,0.0431276411459679,0.588575347629338,1.39480149513901e-21,1,0.778503384673968
-8.26424786879125e-05,0.0521812258217275,0.51503118793512,3.00523908701522e-18,0,-9.98912981576618e-05,0.072339048409754,0.500110751884703,1.98224858255207e-18,0,0.470485292375088
-5.51231130907387e-05,0.0703392656401638,0.15436134061159,6.28032761896922e-05,0,-3.51182065055995e-05,0.157352634071117,0.179174166142333,7.19177082489435e-06,0,0.0343194603919983
-0.000155968429171044,0.0369732541226475,0.671935178153797,1.96192766696886e-22,1,-2.38337645640139e-05,0.0543085253182771,0.491111763615154,5.77656147078632e-19,0,0.488511104602367
-9.99979502347826e-05,0.00867126097130136,0.539242774662422,1.48425488299415e-20,1,-8.46086915490467e-05,0.0986635608524556,0.450190370105957,1.40086428488807e-16,0,0.131097509758547
-0.000210690398204604,0.0682866150894761,0.8185850247669,2.42295921497369e-22,0,-9.09822825210667e-05,0.0175043914440448,0.575846705870921,2.62560935881386e-20,1,0.683513350319117
-9.71299512512027e-05,0.0902814572794567,0.417553777396188,6.50253023107827e-16,0,-9.24342123448759e-05,0.0258273193798135,0.407835400200385,8.60448605193912e-15,1,0.100460910238326
-0.000128919806281796,0.070838217645815,0.90318271142988,2.04525982259252e-23,0,-0.000125657678859862,0.0270555442601301,0.63651613849277,1.61304876153455e-21,1,0.803559008287266
-0.000198076832696266,0.0376321867635274,0.735872886568174,8.1906473232171e-23,1,-0.000163148384615397,0.0519699754102212,0.739227678187861,1.75799935576054e-22,0,0.166404857067391
-7.42072291239106e-05,0.0374491514946291,0.627643305985743,8.47298325852985e-12,1,-7.51105629905153e-05,0.133369533305679,0.221966734803157,1.03086094926675e-08,0,0.268798842327669
-0.000128204185150826,0.0631357676081801,0.577590676033844,4.78393401229981e-21,0,-8.21411023153878e-07,0.97841125089523,0.17661012341028,7.10844410171869e-06,0,0.739892449695617
-9.95418701689155e-05,0.0959186076090896,0.433007518583924,2.00795491503708e-16,0,-0.000221499193405974,0.019269136484397,0.710777895151719,1.03443336977722e-22,1,0.0682359281927347
-0.000199755615330958,0.0297116503029717,0.672716077372038,4.19672559982388e-21,1,-7.1602139389394e-06,0.678545576049249,0.250311198915346,2.17201321686485e-12,0,0.593530048849061
-0.000155507931071934,0.030872758477689,0.752703860155719,9.83877309258787e-23,1,-7.45933456004575e-05,0.0466210618866766,0.611922286047462,3.42213787196271e-21,1,0.914938898058608
-0.000108355723020654,0.00970734975760065,0.721354196357578,1.07889436473083e-21,1,-4.48484746889006e-05,0.00341825638315423,0.508501334682233,7.6324107591229e-19,1,0.543870774796233
-5.28358616287811e-05,0.00699873647990675,0.329007622380782,3.70825131518554e-13,1,-0.00013346117971798,0.0789473531078696,0.398962141472006,1.44856667804276e-16,0,0.0649368530139327
-6.91382939042408e-05,0.0676744145690654,0.490195083551614,9.11166473487085e-18,0,-0.000137195468150804,0.0246212053542825,0.680765327534219,6.15256332800163e-22,1,0.347467854386196
-0.000121772527333166,0.0393540855913068,0.50747551579325,8.8370999200244e-20,1,-9.63779390783735e-05,0.0298684628490875,0.501597977667835,1.81610028477134e-17,1,0.61858924315311
-8.06692053633707e-05,0.0262746779076065,0.550324257879593,1.56135620190299e-19,1,-2.54695616362109e-05,0.313560296460214,0.271692320225591,4.5327618844102e-08,0,0.388783666305244
-4.72292029410739e-05,0.12029489502463,0.314406012096209,1.3938227415174e-13,0,-7.06592766697933e-05,0.091701918975825,0.329914913779037,2.69453830036677e-13,0,0.165120679885149
-5.00802914054521e-05,0.376764592517092,0.623908756554969,8.19526480557422e-12,0,-7.06062091290685e-05,0.101866245569933,0.688106171987776,8.03274867530022e-07,0,0.445073145441711
-8.27281748431577e-05,0.0719899516589989,0.684240513189805,5.61591640467358e-22,0,-8.61550525814864e-05,0.00192964485649724,0.794017792610845,5.70771426947153e-07,1,0.538454981055111
